stud_id,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_(grade),nationality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_(credited),curricular_units_1st_sem_(enrolled),curricular_units_1st_sem_(evaluations),curricular_units_1st_sem_(approved),curricular_units_1st_sem_(grade),curricular_units_1st_sem_(without_evaluations),curricular_units_2nd_sem_(credited),curricular_units_2nd_sem_(enrolled),curricular_units_2nd_sem_(evaluations),curricular_units_2nd_sem_(approved),curricular_units_2nd_sem_(grade),curricular_units_2nd_sem_(without_evaluations),unemployment_rate,inflation_rate,gdp,status
3016,Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",129.3,Yes,No,No,Yes,Female,No,19,No,0,5,10,4,11.25,1,0,5,10,3,10.33333333,0,12.7,3.7,-1.7,Graduate
3017,Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100,No,No,No,No,Male,No,29,No,0,6,9,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout
3018,Single,1st phase - general contingent,3,Veterinary Nursing,Daytime,Secondary education,135,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Administrative staff,Intermediate Level Technicians and Professions,121,Yes,No,No,Yes,Female,No,18,No,0,5,14,3,12.33333333,2,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Enrolled
3019,Single,2nd phase - general contingent,4,Veterinary Nursing,Daytime,Secondary education,128,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,117.9,Yes,No,No,Yes,Female,No,20,No,0,5,12,2,13.5,0,0,5,12,5,11.28571429,1,10.8,1.4,1.74,Graduate
3020,Single,Technological specialization diploma holders,1,Equinculture,Daytime,Technological specialization course,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,130,Yes,No,Yes,Yes,Female,Yes,21,No,1,6,13,3,12.33333333,0,1,6,12,1,13,0,13.9,-0.3,0.79,Dropout
3021,Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,145,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",127.5,Yes,No,No,Yes,Male,No,20,No,0,6,6,4,12,0,0,6,8,2,11.33333333,0,10.8,1.4,1.74,Enrolled
3022,Single,3rd phase - general contingent,1,Nursing,Daytime,Secondary education,115,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",115,No,No,No,Yes,Female,No,20,No,0,7,13,6,11.7725,0,0,8,9,7,12.33,0,15.5,2.8,-4.06,Graduate
3023,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,132,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,128,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,6,12.96666667,0,0,7,7,6,12.96666667,0,7.6,2.6,0.32,Graduate
3024,Single,Over 23 years old,1,Management,Daytime,Secondary education,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",110,No,No,No,Yes,Male,No,27,No,0,5,13,3,10.75,0,0,5,9,3,10.33333333,0,15.5,2.8,-4.06,Dropout
3025,Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,114,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",129.1,No,No,No,Yes,Male,Yes,23,No,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
3026,Single,Holders of other higher courses,1,Nursing,Daytime,Higher education - degree,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Armed Forces Professions,130,Yes,No,No,Yes,Female,No,23,No,1,7,8,6,14.35714286,0,1,7,8,6,14.35714286,0,7.6,2.6,0.32,Graduate
3027,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,120,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,111.6,No,No,No,Yes,Female,No,20,No,0,6,6,6,14.5,0,0,6,6,6,12.66666667,0,12.4,0.5,1.79,Graduate
3028,Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Armed Forces Professions,142.3,Yes,No,No,Yes,Female,Yes,26,No,0,6,6,6,13.33333333,0,0,6,10,5,14.5,0,10.8,1.4,1.74,Graduate
3029,Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,123,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",114.6,No,No,No,Yes,Female,No,18,No,0,5,5,4,11,0,0,5,5,4,11,0,9.4,-0.8,-3.12,Graduate
3030,Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,128,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Student,"Personal Services, Security and Safety Workers and Sellers",122.1,Yes,No,No,Yes,Female,No,18,No,0,6,9,5,11.83333333,0,0,6,7,5,13.8,0,13.9,-0.3,0.79,Graduate
3031,Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Administrative staff,160,No,No,No,Yes,Female,No,44,No,0,5,5,5,11.8,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,Graduate
3032,Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,160,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Meal preparation assistants,Intermediate level science and engineering technicians and professions,128.4,No,No,No,Yes,Female,No,34,No,0,5,12,5,10.4,0,0,5,11,5,12,0,12.4,0.5,1.79,Graduate
3033,Single,1st phase - general contingent,3,Social Service,Daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,123.6,Yes,No,No,Yes,Female,No,20,No,0,6,10,4,11,0,0,6,9,6,11.83333333,0,9.4,-0.8,-3.12,Graduate
3034,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,130,Portuguese,12th Year of Schooling - Not Completed,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",134.2,Yes,No,No,Yes,Female,No,20,No,0,5,13,0,0,5,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout
3035,Married,Change of institution/course,1,Management (evening attendance),Evening,Secondary education,127,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,Administrative staff,100.1,No,No,No,Yes,Female,No,31,No,1,5,5,5,14,0,0,5,5,5,13.8,0,8.9,1.4,3.51,Graduate
3036,Single,2nd phase - general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,147,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,137.6,Yes,No,No,Yes,Female,Yes,20,No,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
3037,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,129,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",123.4,No,No,No,Yes,Female,No,19,No,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
3038,Single,2nd phase - general contingent,2,Social Service,Daytime,Secondary education,136,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Intermediate Level Technicians and Professions,Administrative staff,126.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,16.5,0,0,6,7,6,17.42857143,0,11.1,0.6,2.02,Dropout
3039,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,140,Yes,No,No,No,Male,No,21,No,0,6,17,2,12.5,0,0,6,10,0,0,0,16.2,0.3,-0.92,Dropout
3040,Single,Holders of other higher courses,1,Equinculture,Daytime,Higher education - degree,140,Portuguese,Higher Education - Bachelor's Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,140,Yes,No,No,No,Male,No,18,No,2,5,7,2,13,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
3041,Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,132,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",128.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,7,14.70625,0,0,8,8,8,14.4775,0,15.5,2.8,-4.06,Graduate
3042,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,136,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,121.7,No,Yes,No,Yes,Female,Yes,20,No,0,6,9,6,11.875,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,Graduate
3043,Single,1st phase - general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,145,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,140.1,Yes,No,No,Yes,Female,No,20,No,6,12,12,12,13.25,0,4,11,14,11,14.33333333,0,8.9,1.4,3.51,Graduate
3044,Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,131,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,123,Yes,No,No,Yes,Female,Yes,18,No,0,5,6,3,11.66666667,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled
3045,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,155,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,140.5,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,15.25,0,0,7,7,6,15.25,0,7.6,2.6,0.32,Graduate
3046,Single,Change of course,4,Social Service (evening attendance),Evening,Secondary education,116,Portuguese,Unknown,Unknown,Student,Student,116.2,No,No,No,Yes,Male,No,21,No,9,11,11,11,12.45454545,0,3,11,17,8,12.75,0,9.4,-0.8,-3.12,Graduate
3047,Single,1st phase - general contingent,3,Communication Design,Daytime,Secondary education,136,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,125.2,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,14,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate
3048,Married,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,127,Portuguese,Other - 11th Year of Schooling,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,123.2,No,No,No,Yes,Female,Yes,20,No,0,6,6,6,15,0,0,6,6,6,14.5,0,11.1,0.6,2.02,Graduate
3049,Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,140,No,No,No,Yes,Male,No,25,No,2,7,9,6,12.57142857,0,5,9,9,9,12.55555556,0,16.2,0.3,-0.92,Graduate
3050,Single,2nd phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,125,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",121.5,Yes,No,No,Yes,Female,No,20,No,0,7,13,4,13.5,0,0,7,11,4,11.225,0,11.1,0.6,2.02,Dropout
3051,Single,Change of course,1,Journalism and Communication,Daytime,Secondary education,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Student,110,No,No,Yes,Yes,Female,No,20,No,0,6,7,6,13.33333333,0,0,6,8,6,12.66666667,0,12.4,0.5,1.79,Graduate
3052,Single,2nd phase - general contingent,4,Tourism,Daytime,Secondary education,124,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,122.3,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,11.66666667,0,0,6,6,6,12.33333333,0,13.9,-0.3,0.79,Dropout
3053,Single,Over 23 years old,1,Veterinary Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,100,Yes,No,Yes,No,Female,Yes,26,No,0,6,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout
3054,Single,Over 23 years old,1,Biofuel Production Technologies,Daytime,Secondary education,100,Brazilian,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,100,No,No,Yes,No,Male,No,35,Yes,0,7,18,3,11.25,0,0,7,7,0,0,0,16.2,0.3,-0.92,Dropout
3055,Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Unknown,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Student,Administrative staff,147,No,No,No,Yes,Female,No,22,No,0,5,6,2,12.5,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Dropout
3056,Single,1st phase - general contingent,5,Management,Daytime,Secondary education,125,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",122.2,Yes,No,No,Yes,Female,No,18,No,0,5,9,1,11,0,0,5,9,2,12.5,0,7.6,2.6,0.32,Enrolled
3057,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,149,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,129.3,Yes,No,No,Yes,Male,No,18,No,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,Graduate
3058,Single,1st phase - general contingent,2,Management,Daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,118.8,No,No,No,Yes,Male,Yes,18,No,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.4,0.5,1.79,Graduate
3059,Single,1st phase - general contingent,6,Basic Education,Daytime,Secondary education,136,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",122,No,No,No,Yes,Female,No,18,No,0,6,6,6,12.66666667,0,0,6,6,6,12,0,7.6,2.6,0.32,Graduate
3060,Single,Change of course,1,Management (evening attendance),Evening,Higher education - degree,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120,No,No,No,Yes,Female,No,37,No,7,14,21,12,11.83333333,0,11,12,15,11,11.36363636,0,12.7,3.7,-1.7,Graduate
3061,Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education - degree (1st cycle),130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130,No,No,No,Yes,Male,No,38,No,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,Dropout
3062,Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,121,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",116.1,Yes,No,No,Yes,Male,No,19,No,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,Graduate
3063,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,141,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",131.7,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
3064,Single,1st phase - special contingent (Azores Island),1,Management,Daytime,Secondary education,126,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",117.3,Yes,No,No,Yes,Female,No,19,No,0,5,15,3,10.8,0,0,5,6,3,10.5,0,13.9,-0.3,0.79,Enrolled
3065,Single,2nd phase - general contingent,1,Informatics,Daytime,Secondary education,141,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Specialists in Intellectual and Scientific Activities,133,Yes,No,No,Yes,Male,No,18,No,0,5,10,4,13,0,0,5,10,3,12.33333333,3,7.6,2.6,0.32,Enrolled
3066,Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,100,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,125.3,Yes,No,No,Yes,Male,No,41,No,0,5,8,4,11.25,0,0,5,8,3,11,1,7.6,2.6,0.32,Dropout
3067,Married,Change of course,1,Management (evening attendance),Evening,Secondary education,140,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",117.3,No,No,No,Yes,Female,No,28,No,6,10,15,6,10.66666667,0,5,10,17,9,11.33333333,1,7.6,2.6,0.32,Enrolled
3068,Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,120,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,120,No,No,No,Yes,Male,No,20,No,2,7,7,6,12.5,0,5,9,10,7,13.14285714,1,16.2,0.3,-0.92,Graduate
3069,Divorced,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,140,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Unskilled Workers,170,No,No,Yes,No,Male,No,53,No,0,6,11,3,14.33333333,0,0,6,6,0,0,0,12.7,3.7,-1.7,Dropout
3070,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,140,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,124.1,No,No,No,Yes,Female,No,18,No,0,5,12,5,14.5,2,0,5,5,5,13.6,0,9.4,-0.8,-3.12,Graduate
3071,Married,Over 23 years old,1,Management,Daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140,No,No,No,No,Female,No,35,No,0,5,8,4,12.5,1,0,5,8,5,11.8,0,9.4,-0.8,-3.12,Dropout
3072,Single,2nd phase - general contingent,1,Communication Design,Daytime,Secondary education,108,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,111.9,No,No,No,Yes,Female,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
3073,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140,No,No,No,Yes,Female,No,19,No,0,6,7,6,12,0,0,6,7,6,12.66666667,0,12.4,0.5,1.79,Graduate
3074,Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,150,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,131.5,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,12.65714286,0,0,8,8,7,12.65714286,0,12.7,3.7,-1.7,Graduate
3075,Divorced,Transfer,1,Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",126,Yes,No,No,Yes,Male,No,29,No,2,7,10,5,11.9,0,1,8,10,5,11,0,13.9,-0.3,0.79,Dropout
3076,Single,2nd phase - general contingent,6,Journalism and Communication,Daytime,Secondary education,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119,Yes,No,No,Yes,Female,No,18,No,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
3077,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,150,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150,No,No,No,Yes,Male,No,20,No,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
3078,Divorced,Over 23 years old,1,Tourism,Daytime,Secondary education,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,131,Yes,No,No,Yes,Male,No,44,No,0,6,6,6,12.66666667,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
3079,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,127,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Bachelor's Degree,Unskilled Workers,Administrative staff,123.2,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,15.71428571,0,0,6,17,5,12.77777778,0,12.4,0.5,1.79,Graduate
3080,Single,1st phase - general contingent,1,Agronomy,Daytime,Secondary education,124,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",116,No,No,No,Yes,Male,No,19,No,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,Graduate
3081,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,145,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,149.9,Yes,No,No,No,Female,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate
3082,Married,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Technological specialization course,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,121.7,No,No,Yes,No,Female,No,31,No,0,5,7,0,0,0,0,5,7,0,0,0,16.2,0.3,-0.92,Dropout
3083,Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,108,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",108,Yes,No,No,Yes,Female,Yes,20,No,0,6,10,4,11.6,0,0,6,10,4,11.75,0,12.7,3.7,-1.7,Graduate
3084,Single,1st phase - general contingent,2,Social Service,Daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,106,Yes,No,No,Yes,Female,Yes,20,No,0,6,7,6,12.57142857,0,0,6,7,6,13.28571429,0,12.4,0.5,1.79,Graduate
3085,Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,147,Portuguese,Unknown,Unknown,Other Situation,Other Situation,111.7,Yes,No,No,Yes,Female,No,28,No,0,5,10,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
